sample	pattern	L1 	L2	t1	t2	tp	rate	W	freq	Q	Tmax	Stiff
432	3	0.006850835	0.002249889	1.71E-07	6.62E-07	2.62E-05	0.396241271	0.000113473	15.12873057	0.139493096	331.6741043	0.000129929
433	3	0.005393673	0.00273004	2.19E-07	9.43E-07	2.80E-05	0.56001873	0.000290299	20.5632525	0.082993227	172.8929892	0.000243961
434	3	0.003026148	0.002083864	2.37E-07	7.78E-07	1.89E-05	0.575869242	0.00016612	63.78822991	0.084188122	222.8712763	0.000682265
435	3	0.005851365	0.003877814	2.03E-07	6.09E-07	2.64E-05	0.546951866	0.000157499	14.85104251	0.110129919	177.4550522	0.000180438
436	3	0.006440843	0.003101265	1.96E-07	9.40E-07	1.70E-05	0.220375123	0.000147692	29.01354499	0.253063203	434.4851446	9.81E-04
437	3	0.003539834	0.003156267	2.40E-07	9.08E-07	2.41E-05	0.583142622	0.000184482	50.72429382	0.127513177	231.9540539	0.000888026
438	3	0.006022357	0.002732007	2.05E-07	6.89E-07	1.51E-05	0.326218089	0.000247051	18.64998861	0.076496195	165.3691461	1.53E-04
439	3	0.004689621	0.003496884	1.85E-07	7.79E-07	1.07E-05	0.448550343	0.000245603	35.51933545	0.100710258	175.4209302	2.32E-04
440	3	0.003503179	0.002430912	1.81E-07	6.12E-07	1.40E-05	0.2000609	0.000113486	53.37121922	0.152661264	347.5690576	2.55E-03
441	3	0.005545718	0.003605508	1.89E-07	7.05E-07	1.57E-05	0.277657875	0.000242729	21.0491792	0.106723033	180.7298911	2.94E-04
442	3	0.005320322	0.002494945	2.44E-07	8.26E-07	2.76E-05	0.578501166	0.000298535	18.23117807	0.0588807	137.3568785	0.000123839
443	3	0.004913505	0.002249988	1.56E-07	7.55E-07	2.12E-05	0.573723385	0.000284486	18.95727487	0.059399696	150.7829884	0.000116905
444	3	0.006299248	0.002367164	1.89E-07	9.65E-07	2.07E-05	0.314238613	0.000190292	24.75435966	0.154339109	341.7037236	0.00032327
445	3	0.005491096	0.002363545	2.43E-07	8.86E-07	2.66E-05	0.585286754	0.000199297	23.24313394	0.091705545	214.0776037	0.000255066
446	3	0.006373257	0.002227795	2.44E-07	8.75E-07	1.61E-05	0.579383398	0.000272131	20.28785467	0.064160499	160.3469344	1.20E-04
447	3	0.005727365	0.00312639	1.65E-07	9.94E-07	2.63E-05	0.473586361	0.000282444	20.43357801	0.125055608	225.894233	2.51E-04
448	3	0.004212123	0.003463595	1.78E-07	8.46E-07	1.59E-05	0.495569513	0.000203655	40.299544	0.13438748	228.5228788	5.10E-04
449	3	0.005976084	0.002806919	1.66E-07	6.09E-07	1.21E-05	0.446219783	0.0002864	15.47012385	0.05501561	122.5843905	6.58E-05
450	3	0.005533136	0.002013374	1.71E-07	6.32E-07	1.32E-05	0.25365332	0.000118361	27.47971127	0.128050606	340.0446886	0.000333963
451	3	0.003287185	0.002537695	1.54E-07	8.98E-07	2.89E-05	0.440226148	0.000144272	54.71589665	0.189819561	400.1095522	1.06E-03
452	3	0.004744373	0.002347121	1.69E-07	6.76E-07	2.86E-05	0.518529766	0.000198109	18.87694808	0.075107875	185.2710537	0.00015551
453	3	0.003739196	0.002455569	2.35E-07	7.98E-07	2.97E-05	0.580041225	0.000134445	41.88940598	0.122778452	273.3426137	7.02E-04
454	3	0.00452934	0.002895267	1.86E-07	6.58E-07	2.63E-05	0.533189117	0.000136342	25.07257538	0.116968775	234.6036029	2.94E-04
455	3	0.004625183	0.002842902	2.03E-07	7.72E-07	1.00E-05	0.30271517	0.000232932	40.22859552	0.100070137	203.7901869	0.000446288
456	3	0.005367694	0.002715699	2.05E-07	9.12E-07	2.12E-05	0.38424593	0.000160338	31.99541883	0.167287073	331.7382467	0.000475469
457	3	0.006683673	0.003772362	2.38E-07	9.88E-07	2.50E-05	0.596936768	0.000103109	27.7588956	0.307824745	425.8271449	0.00069297
458	3	0.004823053	0.003040997	1.59E-07	9.14E-07	2.44E-05	0.497654275	0.00020908	28.07019777	0.143535035	266.7402525	0.000349523
459	3	0.005749293	0.003222587	1.58E-07	7.51E-07	1.81E-05	0.362005873	0.000237476	19.04431346	0.109567961	201.3597932	0.000187761
460	3	0.005217867	0.003236531	1.92E-07	9.38E-07	2.10E-05	0.326158001	0.00026263	27.22567505	0.132050463	232.2863691	4.54E-04
461	3	0.006437452	0.00243473	1.62E-07	6.34E-07	1.31E-05	0.585788894	0.000260436	13.54701219	0.051616278	128.9571097	5.44E-05
462	3	0.003787169	0.003556099	1.53E-07	6.46E-07	1.37E-05	0.419883975	0.000285081	30.87908601	0.075389303	135.7180197	0.000246697
463	3	0.003124693	0.003753111	2.45E-07	7.93E-07	1.87E-05	0.292102481	0.000223962	60.77078749	0.129107014	206.761812	0.001545195
464	3	0.005802194	0.003961985	1.66E-07	8.52E-07	2.28E-05	0.594885907	0.000227305	18.47114473	0.129953108	199.1716921	0.00025616
465	3	0.004547656	0.002523449	1.96E-07	6.46E-07	1.72E-05	0.322046204	0.00025707	24.20225012	0.064600295	151.7637264	1.66E-04
466	3	0.005922696	0.003290156	2.34E-07	8.08E-07	1.76E-05	0.441904087	0.000223849	22.84919268	0.10396892	187.363621	0.000229672
467	3	0.005142219	0.003460223	1.88E-07	6.49E-07	1.73E-05	0.559081585	0.000262156	18.04232102	0.066436287	124.6476498	0.000141709
468	3	0.004386857	0.002031806	1.53E-07	9.40E-07	2.88E-05	0.58632106	0.000252541	26.649243	0.088586741	230.3667508	2.35E-04
469	3	0.00497087	0.003109886	2.15E-07	9.89E-07	2.81E-05	0.429729209	0.000105009	42.51073322	0.310988631	508.0166526	0.00108997
470	3	0.005917503	0.002303341	1.55E-07	8.14E-07	1.08E-05	0.28413377	0.000199996	28.30358376	0.123459057	290.0372368	2.50E-04
471	3	0.004903963	0.003308099	1.55E-07	9.43E-07	1.08E-05	0.402573817	0.000228111	42.13799486	0.160111979	275.2616957	4.32E-04
472	3	0.005308464	0.003758109	1.68E-07	6.81E-07	1.26E-05	0.494137201	0.000264441	21.19764127	0.082678405	140.9763365	0.000150382
473	3	0.00657395	0.00231937	1.92E-07	8.52E-07	2.19E-05	0.512809607	0.000159148	20.15512208	0.125245967	289.8842606	0.000175612
474	3	0.004527089	0.003969542	1.71E-07	9.12E-07	2.69E-05	0.471650183	0.000192257	31.36272482	0.187362401	275.0859925	0.00063738
475	3	0.00618862	0.00247115	2.25E-07	9.68E-07	2.99E-05	0.401360762	0.000276593	18.38890991	0.094892145	208.4155058	0.000206971
476	3	0.003023521	0.002030173	1.60E-07	9.15E-07	2.11E-05	0.291391393	0.000243904	61.11240309	0.112065537	288.0815602	0.001092798
477	3	0.003050768	0.002240448	2.13E-07	6.06E-07	2.88E-05	0.351287431	0.000299913	31.05467704	0.046601312	123.2500097	0.000325604
478	3	0.006580823	0.0031801	2.34E-07	7.93E-07	1.12E-05	0.32748421	0.000192067	26.23873909	0.128476044	232.3828761	0.000251857
479	3	0.006640642	0.003795722	2.15E-07	6.98E-07	1.47E-05	0.357129344	0.000209687	18.15075625	0.112353379	181.7838128	0.000185701
480	3	0.006019179	0.002785146	1.77E-07	7.39E-07	2.87E-05	0.393010583	0.000174771	16.41720878	0.121432344	247.8211942	0.00019223
481	3	0.003952858	0.003062498	1.71E-07	7.18E-07	2.06E-05	0.399648203	0.000201517	32.79729448	0.107799934	208.4494906	0.000409239
482	3	0.00664599	0.003460687	2.40E-07	9.22E-07	1.90E-05	0.22684949	0.000147001	27.15095079	0.246400901	384.2705204	0.001032937
483	3	0.004136795	0.002863476	1.96E-07	9.92E-07	2.85E-05	0.433471942	0.000219515	38.18443331	0.142028402	273.7275799	0.000691566
484	3	0.003452288	0.002798399	2.44E-07	6.86E-07	1.34E-05	0.448075704	0.000169377	57.23180456	0.09626494	202.1034563	0.000595033
485	3	0.004742941	0.002831656	1.79E-07	9.62E-07	2.37E-05	0.233391399	0.000120853	43.42320254	0.3137475	569.155145	0.002129242
486	3	0.003053576	0.003837523	1.87E-07	7.69E-07	2.15E-05	0.208890543	0.000137205	64.60851573	0.247136491	366.9877177	6.18E-03
487	3	0.005632002	0.002917299	1.70E-07	6.79E-07	2.39E-05	0.417333714	0.000249483	14.90306272	0.077016686	159.3495339	1.17E-04
488	3	0.005103425	0.002813429	2.06E-07	8.92E-07	1.59E-05	0.230327552	0.000256911	31.50278483	0.119289383	236.5512226	0.000618652
489	3	0.004886722	0.002798312	2.41E-07	7.71E-07	2.89E-05	0.296998666	0.000180906	25.98712103	0.123125738	247.5352746	0.000545324
490	3	0.006490477	0.002987977	1.92E-07	8.21E-07	1.50E-05	0.28389417	0.000151432	25.50819284	0.184059358	337.7697905	0.000308337
491	3	0.005322493	0.003670302	2.35E-07	8.58E-07	2.97E-05	0.473050462	0.000295796	19.25070097	0.092491604	154.0237102	0.000279076
492	3	0.006141911	0.002697596	2.28E-07	6.19E-07	1.71E-05	0.251894015	0.0001714	18.69964539	0.099271526	213.3073886	0.000259064
493	3	0.006928985	0.002831508	1.91E-07	9.13E-07	1.87E-05	0.460187333	0.000215256	19.32596524	0.124586338	245.615192	1.76E-04
494	3	0.003132043	0.002808023	2.46E-07	8.38E-07	2.87E-05	0.502295653	0.000287408	43.53993246	0.073008608	153.0006222	6.55E-04
495	3	0.005155657	0.003648583	1.51E-07	8.99E-07	1.21E-05	0.274276448	0.000109682	49.60824133	0.391128061	570.1725577	0.001425833
496	3	0.004891359	0.002019271	2.36E-07	7.89E-07	1.30E-05	0.222716457	0.000149091	43.05655396	0.12923336	334.9045952	9.34E-04
497	3	0.003820979	0.002930978	1.96E-07	7.40E-07	1.88E-05	0.428838907	0.000165881	42.52856604	0.121928696	240.1783126	4.99E-04
498	3	0.006969413	0.003435702	1.86E-07	8.29E-07	1.76E-05	0.369709858	0.000174417	19.68368253	0.169036521	280.4226954	0.00024581
499	3	0.005972508	0.002720161	2.13E-07	9.41E-07	1.24E-05	0.580251119	0.000134869	37.70673045	0.174090302	341.308093	0.000402535
500	3	0.006910006	0.00250401	1.78E-07	9.35E-07	2.60E-05	0.345124392	0.000173992	18.92236307	0.169271059	357.0815614	2.53E-04
501	3	0.004086965	0.002518939	2.49E-07	6.19E-07	2.35E-05	0.245315202	0.000200337	28.74554865	0.080606036	186.626182	5.87E-04
502	3	0.004845259	0.003437261	2.46E-07	8.12E-07	2.87E-05	0.38628635	0.000297917	22.08513962	0.086618978	152.8193166	3.46E-04
503	3	0.004455186	0.002180672	2.34E-07	7.65E-07	2.51E-05	0.390496108	0.000210807	28.96054149	0.080248719	203.3763124	0.000272504
504	3	0.004066362	0.002270555	1.58E-07	9.39E-07	1.67E-05	0.241773101	0.000234799	45.35593382	0.136233297	317.0294239	8.23E-04
505	3	0.005349463	0.002229606	1.75E-07	7.66E-07	2.43E-05	0.526171162	0.000273934	17.06540759	0.062428964	158.3922583	9.10E-05
506	3	0.003929797	0.00269267	2.46E-07	7.21E-07	1.31E-05	0.313157928	0.000248887	43.39809557	0.077548909	169.0130467	0.000508487
507	3	0.004315358	0.002002664	2.06E-07	7.78E-07	1.32E-05	0.417612433	0.000240692	38.14692845	0.068090569	185.8717888	1.99E-04
508	3	0.004018479	0.002786222	1.74E-07	8.33E-07	1.11E-05	0.215988324	0.000220459	51.41664317	0.13485313	271.9451726	0.001220101
509	3	0.006449641	0.00268622	1.61E-07	8.37E-07	2.26E-05	0.494605652	0.000256276	15.28051252	0.093480446	197.9044834	0.00011588
510	3	0.006166389	0.003297423	2.41E-07	8.42E-07	2.47E-05	0.475994877	0.00024265	18.28968875	0.09892268	177.9774913	0.000214499
511	3	0.006679479	0.003939092	1.83E-07	6.38E-07	2.61E-05	0.26929879	0.000236547	10.91070295	0.103992025	165.9664553	1.82E-04
512	3	0.00492404	0.003878677	1.64E-07	8.64E-07	1.39E-05	0.448294027	0.000225297	33.19858372	0.148941197	228.8231995	0.000337286
513	3	0.004763909	0.003317895	1.95E-07	9.41E-07	2.41E-05	0.448078803	0.000185709	33.74510397	0.169876207	288.3459781	0.000546245
514	3	0.005564769	0.0037755	2.49E-07	8.91E-07	2.01E-05	0.243287455	0.000109786	38.69099775	0.33224402	463.2301391	1.97E-03
515	3	0.006433185	0.003831889	2.17E-07	7.85E-07	2.92E-05	0.354365391	0.000115983	20.66370099	0.249839161	357.9857079	4.78E-04
516	3	0.003065745	0.003183814	2.07E-07	6.05E-07	2.18E-05	0.210173868	0.000172043	45.17176934	0.117164366	220.4039961	1.29E-03
517	3	0.006914319	0.002264388	2.05E-07	9.45E-07	2.37E-05	0.37607915	0.000106994	26.29028832	0.244553921	526.4532925	3.85E-04
518	3	0.004759309	0.003532223	2.50E-07	7.03E-07	2.77E-05	0.332662308	0.000109944	31.93429534	0.209107628	327.1437211	0.000887306
519	3	0.005918215	0.002997404	2.05E-07	6.90E-07	1.25E-05	0.549616917	0.000197042	21.98464846	0.083927299	169.5798219	1.44E-04
520	3	0.005565701	0.002896475	1.64E-07	6.56E-07	2.97E-05	0.371557019	0.000294377	12.10470422	0.066039619	138.8565605	0.000103636
521	3	0.006024154	0.003117181	2.26E-07	9.90E-07	1.08E-05	0.390659185	0.000170201	41.32365267	0.187030878	326.7061021	5.00E-04
522	3	0.003699741	0.002711809	2.39E-07	6.28E-07	1.19E-05	0.446079592	0.000141161	53.79939927	0.100879298	216.706409	0.000504583
523	3	0.004093728	0.003495571	1.81E-07	9.06E-07	1.51E-05	0.252765643	0.000234203	46.72574114	0.163592711	269.2811644	1.27E-03
524	3	0.006769794	0.002889166	1.86E-07	6.68E-07	2.00E-05	0.226486392	0.000190433	14.32536774	0.112099655	225.082166	0.000233502
525	3	0.006551527	0.003815568	2.28E-07	7.89E-07	2.59E-05	0.468900625	0.000275129	13.98435904	0.091573638	149.5015535	0.000165534
526	3	0.003281531	0.002248944	1.93E-07	9.13E-07	2.18E-05	0.213515389	0.000194427	61.17643838	0.146631136	344.9623288	2.73E-03
527	3	0.003720294	0.003863639	2.09E-07	8.03E-07	1.44E-05	0.344903806	0.00029041	44.81479202	0.103545534	165.256644	7.01E-04
528	3	0.004834187	0.00366162	2.29E-07	7.76E-07	2.25E-05	0.465391463	0.000291102	22.85569971	0.082020294	140.2996223	0.000234505
529	3	0.004065964	0.00344631	2.06E-07	9.89E-07	1.60E-05	0.313581643	0.000199404	56.61724588	0.192993342	314.3803581	1.43E-03
530	3	0.003296832	0.002222794	1.58E-07	9.98E-07	2.20E-05	0.544507456	0.000257794	51.99703461	0.103137659	247.0949457	0.000588039
531	3	0.006308273	0.003873847	1.54E-07	6.56E-07	2.45E-05	0.349641309	0.000274419	11.17381136	0.0914228	149.8498301	1.16E-04
532	3	0.00386475	0.00315202	1.53E-07	6.17E-07	2.87E-05	0.513968307	0.00018033	23.46714437	0.093299798	181.9680051	0.000214305
533	3	0.003970514	0.003217085	2.39E-07	8.52E-07	2.85E-05	0.260035949	0.000299161	32.26330061	0.099086232	179.8663035	0.000533158
534	3	0.003099188	0.003822528	1.65E-07	6.36E-07	2.43E-05	0.263888636	0.000135003	45.98925836	0.189597399	293.291949	0.002004453
535	3	0.004915729	0.003897463	2.24E-07	8.69E-07	1.14E-05	0.574733222	0.000161221	44.66087222	0.165252444	248.1250591	0.000619554
536	3	0.006427748	0.003781695	2.09E-07	6.65E-07	1.35E-05	0.578114326	0.000249513	15.76966732	0.074121217	128.0188361	0.000114614
537	3	0.005631919	0.003087664	2.10E-07	6.94E-07	2.64E-05	0.435623845	0.000257699	15.25152883	0.074103935	147.0548894	0.000139272
538	3	0.004745039	0.003099479	1.85E-07	9.98E-07	1.73E-05	0.209896349	0.000293235	35.66624685	0.143815819	257.4501779	0.000465569
539	3	0.006111356	0.002880364	2.13E-07	7.26E-07	2.84E-05	0.349794509	0.000144665	18.44752269	0.142866066	277.1758146	0.000211115
540	3	0.004232578	0.002075645	2.11E-07	9.34E-07	2.18E-05	0.255954073	0.000172691	45.88433662	0.14778592	367.0409766	0.001161259
541	3	0.003466135	0.003962435	2.04E-07	6.35E-07	1.51E-05	0.325843921	0.000141955	51.23571552	0.160082369	243.5811139	0.001080661
542	3	0.006615006	0.003041393	1.66E-07	6.57E-07	1.13E-05	0.589782714	0.000270929	14.42553778	0.060827852	126.4801903	6.81E-05
543	3	0.0067161	0.00281904	2.40E-07	7.94E-07	1.94E-05	0.233143389	0.000133566	23.23843412	0.187184285	355.1234227	0.000617263
544	3	0.005532645	0.002621958	1.97E-07	6.84E-07	1.00E-05	0.34721897	0.000259522	24.85886598	0.069219687	156.013185	8.89E-05
545	3	0.00306055	0.003429957	1.72E-07	8.75E-07	1.49E-05	0.25282833	0.000153217	84.38115076	0.242840951	396.7229905	0.004112682
546	3	0.004376841	0.00350878	2.39E-07	8.84E-07	1.49E-05	0.57248971	0.000190278	44.75734516	0.129123103	216.3437295	0.000586761
547	3	0.00546267	0.00251658	2.13E-07	8.78E-07	1.81E-05	0.32282969	0.000138696	35.15504881	0.181193757	377.9466881	0.000575979
548	3	0.005771818	0.003260719	1.75E-07	6.17E-07	2.06E-05	0.408760815	0.00013524	18.75213537	0.134341628	242.1835518	1.99E-04
549	3	0.006485129	0.003227226	1.77E-07	9.42E-07	1.31E-05	0.468232192	0.000151884	30.69627447	0.210415113	356.730197	0.000340766
550	3	0.00390383	0.003651933	1.82E-07	7.95E-07	2.53E-05	0.454410378	0.000247535	31.07558457	0.109557992	182.578889	0.000480584
551	3	0.003996564	0.003468634	1.84E-07	7.21E-07	1.25E-05	0.569971511	0.000102028	55.08949255	0.198405845	321.7655994	0.000755484
552	3	0.006640025	0.002764296	2.20E-07	8.69E-07	1.26E-05	0.561130617	0.000140194	29.05712346	0.151483411	298.2545705	2.66E-04
553	3	0.006567345	0.002755363	1.75E-07	8.41E-07	2.25E-05	0.527893041	0.000103937	23.44875714	0.225939805	426.7372135	0.00029615
554	3	0.005071778	0.003818868	1.62E-07	9.78E-07	2.85E-05	0.366102956	0.000118961	35.88833321	0.383414396	533.0361992	0.001133434
555	3	0.004291449	0.003692507	2.45E-07	8.92E-07	2.37E-05	0.32635304	0.000228282	37.31876426	0.141792273	224.7550854	0.000705444
556	3	0.005928587	0.002315297	2.26E-07	6.37E-07	2.94E-05	0.557980976	0.000221793	12.71911386	0.054641005	140.6947034	8.78E-05
557	3	0.003776586	0.003976116	1.74E-07	6.89E-07	1.80E-05	0.535684805	0.000256181	30.38177343	0.087474549	142.3061336	3.43E-04
558	3	0.004637999	0.002804801	2.27E-07	7.00E-07	2.73E-05	0.590957192	0.000236437	20.22353284	0.065071385	141.834225	2.08E-04
559	3	0.003742096	0.002432366	1.81E-07	9.01E-07	1.74E-05	0.353373957	0.000220891	50.53637792	0.118699437	266.2666967	0.000665871
560	3	0.005201951	0.002770885	2.17E-07	6.06E-07	2.63E-05	0.48620621	0.000169971	17.97404966	0.080909837	175.4128083	1.48E-04
561	3	0.006835575	0.003014834	2.17E-07	7.72E-07	2.70E-05	0.401703099	0.000230847	13.6683598	0.095268762	185.3320531	0.000126176
562	3	0.004474064	0.003370499	1.60E-07	6.19E-07	2.74E-05	0.44418348	0.000230373	17.90471407	0.080891973	151.4301578	1.37E-04
563	3	0.004687783	0.003007415	1.66E-07	6.37E-07	2.37E-05	0.411484661	0.000128534	25.08556021	0.14074701	269.4568029	0.000295684
564	3	0.003014291	0.002850116	1.72E-07	8.64E-07	2.01E-05	0.280069464	0.000220011	62.42548669	0.140225687	276.5956218	0.001506002
565	3	0.003549604	0.002047578	2.44E-07	8.78E-07	2.11E-05	0.217052699	0.000159083	61.5403957	0.143330464	362.544772	0.002819691
566	3	0.006415041	0.003193364	1.52E-07	9.73E-07	1.02E-05	0.515474153	0.000228191	28.71461425	0.152004136	268.9089495	0.000214139
567	3	0.005106012	0.002582497	2.13E-07	7.70E-07	2.09E-05	0.497795535	0.000138159	29.79452188	0.13015784	277.5746106	0.000250827
568	3	0.003851425	0.002200245	2.40E-07	9.29E-07	2.77E-05	0.480075059	0.000117625	56.05404057	0.175139495	402.6038233	0.001017133
569	3	0.003680897	0.003666089	2.23E-07	9.10E-07	2.53E-05	0.443939089	0.00011142	62.33655391	0.2815556	412.9522008	0.001882241
570	3	0.006593887	0.003032261	2.01E-07	7.02E-07	2.94E-05	0.587354566	0.000216225	11.52531899	0.078838798	158.4331449	8.65E-05
571	3	0.003165753	0.002377256	2.02E-07	8.56E-07	1.68E-05	0.342175186	0.000229666	63.32092378	0.100795674	233.9696128	8.92E-04
572	3	0.00640172	0.003085609	2.17E-07	7.03E-07	1.24E-05	0.555177253	0.000108121	27.32718518	0.160451687	288.9415095	0.000243831
573	3	0.006012749	0.003604158	1.94E-07	6.30E-07	1.31E-05	0.231690395	0.000149449	22.57099237	0.152816315	250.8935741	0.000362663
574	3	0.006412638	0.002314354	2.12E-07	8.11E-07	1.38E-05	0.44599937	0.00025195	20.97852914	0.07498506	180.9616663	0.000121685
575	3	0.003608254	0.002909275	2.18E-07	7.13E-07	2.25E-05	0.426721334	0.000288346	32.49965123	0.065167758	136.6169354	0.00024881
576	3	0.005772462	0.003957173	2.40E-07	8.59E-07	2.97E-05	0.403914743	0.000132763	25.81033542	0.232681762	327.0345815	0.000624476
577	3	0.005509394	0.003600002	1.92E-07	6.22E-07	2.04E-05	0.346789774	0.000126906	21.93058897	0.161280081	261.9566842	0.000280581
578	3	0.005786484	0.002259167	2.29E-07	6.20E-07	2.63E-05	0.278758581	0.000273388	13.32784901	0.054220009	139.5725011	1.16E-04
579	3	0.005429575	0.00399336	1.54E-07	6.56E-07	1.45E-05	0.468442595	0.000216602	19.85065192	0.105424691	167.6226404	0.000167759
580	3	0.005892784	0.003008877	2.14E-07	6.15E-07	1.39E-05	0.32327135	0.000249909	17.89051456	0.069805947	143.346557	1.45E-04
581	3	0.005996209	0.003704075	1.60E-07	8.39E-07	2.44E-05	0.294044036	0.000213743	18.74049611	0.170387434	267.3896349	0.000324606
582	3	0.006642545	0.00390124	2.02E-07	8.83E-07	2.60E-05	0.242736206	0.000139938	21.46839738	0.282449741	397.2133816	8.63E-04
583	3	0.005474299	0.002044448	1.54E-07	6.46E-07	2.64E-05	0.291662525	0.00017538	16.30341054	0.090773486	244.8095623	0.000148897
584	3	0.00447256	0.002349081	2.27E-07	7.32E-07	1.63E-05	0.433981993	0.000244917	30.90652399	0.065774264	161.2527516	0.000227681
585	3	0.006111022	0.002719153	1.68E-07	8.29E-07	1.97E-05	0.326930077	0.000184325	21.6841583	0.144658928	293.8615003	0.000245817
586	3	0.006890286	0.002516445	2.07E-07	7.41E-07	1.62E-05	0.467250997	0.00010188	23.92075021	0.175144592	364.3770677	0.000208384
587	3	0.006542751	0.002842635	2.36E-07	9.79E-07	1.75E-05	0.271667798	0.000140659	31.67877958	0.234233161	426.781944	0.000764368
588	3	0.004225176	0.003700624	2.03E-07	9.31E-07	1.21E-05	0.426730607	0.000223428	52.50199768	0.149505204	236.4728192	0.000734168
589	3	0.004043745	0.002004616	1.79E-07	9.29E-07	2.79E-05	0.203375361	0.000299162	32.47463283	0.096221579	245.3808747	0.000761624
590	3	0.005931373	0.002169235	2.13E-07	9.22E-07	2.66E-05	0.304017356	0.000213444	22.12144135	0.115403277	278.9107382	0.00032138
591	3	0.006138128	0.002338411	1.77E-07	6.02E-07	1.80E-05	0.54187962	0.00010531	19.27254354	0.115985169	274.2852433	1.19E-04
592	3	0.003819567	0.003720701	1.56E-07	6.89E-07	1.09E-05	0.479222552	0.000250198	38.65019842	0.092273389	156.8732852	3.04E-04
593	3	0.006675152	0.003817845	2.31E-07	1.00E-06	2.60E-05	0.210057834	0.000164583	23.74198671	0.276411993	393.8330004	0.001323997
594	3	0.005931294	0.002945573	1.89E-07	9.44E-07	1.11E-05	0.256736168	0.000176909	37.16893945	0.196764304	362.2886796	6.90E-04
595	3	0.003182726	0.003395989	2.41E-07	7.53E-07	1.49E-05	0.480807165	0.00028142	52.89020118	0.074711768	137.695273	0.000611858
596	3	0.006582552	0.003895947	2.44E-07	9.99E-07	1.79E-05	0.529180119	0.000231987	23.82689352	0.143370854	215.78619	0.000346978
597	3	0.005489467	0.003401013	1.99E-07	8.04E-07	2.56E-05	0.560402961	0.000108097	27.23756937	0.216304404	347.380981	0.000468486
598	3	0.005928183	0.003231566	2.26E-07	7.14E-07	1.41E-05	0.571247975	0.000230437	20.28126012	0.076264961	146.5774504	0.000153613
599	3	0.006218294	0.002700872	1.77E-07	8.98E-07	2.45E-05	0.567527729	0.000271344	16.24616637	0.088588606	186.4171014	0.000143423
600	3	0.004076033	0.003376304	2.12E-07	6.29E-07	1.38E-05	0.324418328	0.000167114	38.92287555	0.116144842	207.8612655	0.000580097
601	3	0.004680816	0.002175478	2.06E-07	8.67E-07	1.23E-05	0.592318537	0.000163132	44.3171014	0.106163307	263.5206787	0.00035462
602	3	0.006543478	0.002045517	2.36E-07	6.98E-07	1.87E-05	0.286239999	0.000127075	21.74586256	0.124367413	318.1879247	0.000265518
603	3	0.006098916	0.002174373	1.90E-07	8.36E-07	1.39E-05	0.437187726	0.000239362	23.28390216	0.082626156	207.0357712	1.31E-04
604	3	0.00485676	0.00248231	1.91E-07	9.08E-07	1.07E-05	0.23178946	0.00022151	44.30992432	0.13305181	290.1656055	0.000695563
605	3	0.004661506	0.003970955	2.34E-07	6.21E-07	2.46E-05	0.394152385	0.000122992	27.98090895	0.165191734	245.5599509	0.000513943
606	3	0.006474377	0.002033408	2.32E-07	9.14E-07	1.39E-05	0.473475977	0.000282569	22.90830781	0.069135864	180.8620117	0.000123829
607	3	0.006553574	0.003425739	1.98E-07	9.33E-07	1.18E-05	0.334291148	0.000105098	39.81877886	0.343944237	517.822254	7.23E-04
608	3	0.004947691	0.002450726	2.05E-07	8.72E-07	2.67E-05	0.375039167	0.000279175	23.57550229	0.085285253	192.4546371	2.72E-04
609	3	0.004598621	0.00288024	1.81E-07	7.79E-07	2.93E-05	0.398396805	0.00019247	25.05819917	0.11981798	238.1543578	0.000345166
610	3	0.00308616	0.00238457	2.40E-07	7.56E-07	1.20E-05	0.271418436	0.00016994	81.9144319	0.115413201	268.7126821	1.95E-03
611	3	0.003996364	0.003281969	2.48E-07	9.68E-07	1.11E-05	0.275999751	0.000280617	61.55325478	0.122089243	213.4345018	0.001123154
612	3	0.006970461	0.002652999	1.73E-07	9.77E-07	2.62E-05	0.4874008	0.000284889	14.85868102	0.103997568	215.4300465	0.000125985
613	3	0.006517026	0.003730124	1.86E-07	6.55E-07	2.61E-05	0.372554847	0.000236225	11.65073534	0.093999113	158.3064935	0.000121657
614	3	0.006788462	0.003902345	1.53E-07	7.10E-07	1.14E-05	0.358529378	0.00026539	16.38894015	0.106143797	169.3057911	0.000125021
615	3	0.005324707	0.002687068	2.47E-07	8.41E-07	2.34E-05	0.368034819	0.000272665	23.13257208	0.082761681	175.5943136	2.58E-04
616	3	0.003293644	0.003742794	2.19E-07	9.37E-07	2.35E-05	0.558166887	0.00024028	51.64828703	0.124260765	198.4593721	1.08E-03
617	3	0.005349656	0.002650391	2.49E-07	6.83E-07	1.57E-05	0.508099099	0.000266622	21.40120504	0.056188283	129.1331528	0.00013842
618	3	0.003802316	0.003529533	2.12E-07	9.86E-07	2.01E-05	0.434278742	0.00019574	55.32270429	0.17647663	283.8834758	1.05E-03
619	3	0.006918367	0.002698198	1.76E-07	8.36E-07	2.49E-05	0.349982336	0.000116397	20.32488005	0.228807205	441.3194859	0.000313732
620	3	0.003348034	0.002636303	1.95E-07	6.64E-07	1.12E-05	0.314109507	0.000188973	57.10928288	0.094906901	210.5523646	0.000553367
621	3	0.003796713	0.003019624	1.52E-07	9.32E-07	1.40E-05	0.493235397	0.000185313	57.3559675	0.167891083	311.2743461	0.000722809
