Sample	m 	n	tcrease	tpanel	W	bend stiff 0.3	bend stiff 0.6	bend stiff 0.9	axial stiff 0.3	axial stiff 0.6	axial stiff 0.9
1874	24	12	0.000640564	0.001361954	3.85E-03	2.42E+03	9.77E+02	1409.54683	11655.35003	9121.907837	22338.18657
1875	30	9	0.000732315	0.002774729	3.70E-03	3.38E+04	1.08E+04	6241.33392	141247.6248	86774.20882	86533.14289
1876	24	9	0.000502591	0.001046461	1.70E-03	3.79E+03	1.42E+03	1636.43335	14183.79842	10443.33304	20868.86641
1877	24	12	0.00099449	0.005402482	1.43E-03	2.78E+05	6.98E+04	20445.806	1591936.951	723788.6045	367749.3922
1878	30	6	0.000884022	0.003176198	1.72E-03	1.25E+05	4.73E+04	17063.01007	585999.768	292925.8565	169760.7709
1879	36	12	0.000809837	0.001365267	3.51E-03	3.39E+03	1.20E+03	1204.025249	16648.91504	11812.9296	20691.22196
1880	36	12	0.000867836	0.001222783	1.22E-03	6.80E+03	2.21E+03	1523.125901	34126.49796	22208.19296	27179.04971
1881	3.60E+01	6	0.000697163	0.001076616	1.18E-03	1.38E+04	4.83E+03	2709.500289	42966.02715	26316.62541	25942.18576
1882	24	12	0.000584055	0.004888109	3.68E-03	9.49E+04	2.78E+04	12754.54979	488843.3008	280789.2874	228634.1781
1883	3.60E+01	9	0.000860436	0.004420055	2.12E-03	1.81E+05	5.37E+04	15958.62085	1079108.571	477655.5476	230294.5519
1884	30	9	0.000924858	0.001332979	2.80E-03	5.68E+03	2.01E+03	1907.035592	21401.84877	15014.56745	25133.16876
1885	24	6	0.000520933	0.005709049	2.97E-03	3.34E+05	1.22E+05	41072.64478	1546127.813	751522.8397	405966.8309
1886	30	12	0.000731884	0.002720738	2.20E-03	3.28E+04	9.95E+03	5187.01828	168043.6459	101155.2208	93303.02935
1887	24	12	0.00066838	0.005190775	1.62E-03	2.26E+05	5.86E+04	18447.13324	1261315.596	602865.729	330755.6701
1888	36	12	0.000630126	0.003464966	3.32E-03	4.97E+04	1.45E+04	6392.513981	260861.7892	147997.8836	114629.773
1889	24	6	0.000725212	0.004259884	1.10E-03	2.97E+05	1.12E+05	34157.92978	1683960.053	735873.0526	343464.6951
1890	36	12	0.000594553	0.005733917	2.26E-03	2.50E+05	6.24E+04	16730.15723	1554615.632	652662.9463	299628.747
1891	36	6	0.000772375	0.002868519	2.78E-03	7.44E+04	2.83E+04	11215.71464	324996.4427	172309.4248	111524.4631
1892	36	6	0.000825616	0.003872752	3.14E-03	1.26E+05	5.05E+04	17674.38231	684714.2975	331719.9269	179886.1579
1893	24	12	0.000671518	0.004246523	1.16E-03	1.75E+05	4.59E+04	14811.23223	972490.096	473067.3014	266090.8484
1894	24	6	0.000755474	0.00469192	2.97E-03	2.23E+05	7.91E+04	29936.61488	887913.1201	463076.6072	291022.0364
1895	30	12	0.000701286	0.00337029	1.87E-03	6.91E+04	1.97E+04	7995.020944	365996.202	201161.6979	143756.031
1896	30	12	0.000733861	0.002686637	1.18E-03	5.56E+04	1.58E+04	6412.21634	294796.5009	161886.8894	115534.1109
1897	30	9	0.000985001	0.005551427	3.37E-03	2.24E+05	6.54E+04	21560.11356	1181890.799	569568.7475	308888.7738
1898	36	12	0.000736624	0.002844516	1.26E-03	6.68E+04	1.84E+04	6502.720295	368996.868	189537.7239	116886.0661
1899	30	6	0.000733766	0.003210179	2.16E-03	1.13E+05	4.20E+04	16050.40903	485953.2079	253476.8562	158456.9271
1900	30	12	0.000745271	0.003986227	1.85E-03	1.09E+05	2.99E+04	10645.61897	596744.8702	307644.3472	191148.4046
1901	36	9	0.000808705	0.003483429	3.26E-03	7.62E+04	2.33E+04	9319.297076	363873.272	196040.9813	132196.3377
1902	24	9	0.000582462	0.003247889	2.16E-03	7.31E+04	2.25E+04	10956.89839	323410.6437	187101.6035	153687.6675
1903	24	6	0.000796758	0.001412725	3.96E-03	8.05E+03	2.95E+03	3067.396688	20574.41956	14729.53617	27218.73389
1904	30	6	0.000895629	0.004714649	2.89E-03	2.09E+05	8.12E+04	27303.57441	1110764.942	526484.818	275360.754
1905	3.00E+01	9	0.000733995	0.004604392	2.63E-03	1.70E+05	5.00E+04	17180.30962	879087.6756	434878.1582	246074.063
1906	24	9	0.000837744	0.005808624	1.92E-03	3.55E+05	9.95E+04	29888.02518	1939520.344	873743.9042	429289.7149
1907	30	9	0.000873213	0.001322528	1.00E-03	1.43E+04	4.60E+03	2843.628583	56319.32682	35583.16921	39039.14032
1908	24	12	0.000856741	0.005560504	3.32E-03	1.49E+05	4.18E+04	16454.8511	789454.9361	426779.5353	295710.6813
1909	30	12	0.000925701	0.002968182	2.74E-03	3.44E+04	1.05E+04	5573.727963	175905.3805	106545.6825	100290.0571
1910	30	12	0.000836655	0.004741226	1.55E-03	1.99E+05	5.08E+04	14944.7383	1153816.898	526881.2347	268203.5962
1911	30	12	0.000872748	0.003173631	1.52E-03	7.04E+04	1.98E+04	7796.022895	375674.0051	203414.1856	140463.1975
1912	36	6	0.000795371	0.001132935	3.76E-03	6.05E+03	2.13E+03	1758.904893	16217.19544	10957.79157	16201.71298
1913	30	6	0.000746689	0.005012429	3.95E-03	2.04E+05	7.78E+04	27418.0224	991318.437	491074.6805	274199.974
1914	30	9	0.000670548	0.005093524	2.89E-03	2.02E+05	5.92E+04	19633.83087	1078329.098	520833.0839	282371.4742
1915	24	12	0.000706347	0.003484126	1.36E-03	8.97E+04	2.53E+04	10170.93131	474631.9338	259281.8491	183301.8032
1916	30	9	0.00059429	0.001446204	2.55E-03	7.58E+03	2.61E+03	2229.944728	29233.8394	19917.21884	29766.75073
1917	36	12	0.000923743	0.004069349	3.46E-03	7.47E+04	2.12E+04	8364.2552	400946.4112	217465.7095	150290.0919
1918	36	9	0.00055548	0.002394384	3.87E-03	2.42E+04	7.74E+03	4407.587074	103086.1643	62899.54134	61346.12941
1919	30	12	0.000551698	0.001899523	3.89E-03	6.86E+03	2.40E+03	2205.747892	33809.79082	23652.84825	38190.5723
1920	30	6	0.000877693	0.005760078	1.69E-03	3.43E+05	1.46E+05	40902.06043	3051347.219	1111840.949	428503.3768
1921	2.40E+01	9	0.00064323	0.001915299	1.16E-03	2.97E+04	9.47E+03	5513.918181	121412.8556	75077.3248	76169.80499
1922	24	9	0.00096628	0.001771551	2.42E-03	1.24E+04	4.30E+03	3666.276997	47350.39182	32494.30816	48797.48413
1923	3.60E+01	9	0.000510564	0.001285927	1.30E-03	1.14E+04	3.68E+03	2225.809578	46228.41322	28909.96881	30706.04988
1924	24	9	0.000612539	0.002637479	2.80E-03	3.27E+04	1.06E+04	6880.388736	134904.824	85299.71993	94605.05404
1925	3.00E+01	12	0.000952625	0.005329004	1.41E-03	2.84E+05	6.92E+04	18352.9283	1731518.989	722309.9078	329624.8766
1926	30	6	0.000663825	0.004725277	3.14E-03	2.03E+05	7.80E+04	26712.64909	1037274.612	502468.4311	268703.5544
1927	36	6	0.000920808	0.004870175	3.20E-03	1.85E+05	7.84E+04	24956.1619	1277605.853	557202.1351	259456.0482
1928	36	12	0.000990563	0.005823117	3.55E-03	1.88E+05	4.93E+04	15122.90596	1089169.865	511915.5052	271111.1491
1929	24	9	0.000932262	0.003580861	2.61E-03	8.15E+04	2.50E+04	12142.91352	351565.243	204389.561	169893.1895
1930	24	6	0.000859407	0.004821659	1.72E-03	3.09E+05	1.15E+05	36774.96581	1589783.146	731616.6171	366892.2464
1931	24	9	0.000798541	0.00124925	1.90E-03	5.79E+03	2.11E+03	2194.612451	21715.8991	15637.80345	28477.30803
1932	24	9	0.000605536	0.002205306	1.26E-03	4.07E+04	1.27E+04	6832.007829	171129.864	102878.1351	95025.03029
1933	30	9	0.000953433	0.001222978	2.39E-03	5.21E+03	1.84E+03	1761.062278	19605.34095	13790.50349	23250.97594
1934	24	12	0.000979709	0.005518365	1.88E-03	2.36E+05	6.13E+04	19506.68222	1314107.671	633370.1476	350829.9707
1935	24	6	0.000625119	0.002147608	3.09E-03	3.16E+04	1.09E+04	7311.908695	87615.97352	56439.11922	67542.44598
1936	36	9	0.000784439	0.005889227	3.97E-03	2.33E+05	6.91E+04	20856.09279	1391429.355	623951.3557	303486.5892
1937	2.40E+01	12	0.000511545	0.001889315	3.01E-03	7.59E+03	2.73E+03	2677.394243	37317.99346	26714.06233	45845.24859
1938	30	12	0.000646178	0.004125044	2.24E-03	1.02E+05	2.83E+04	10552.85634	549731.3214	289978.0319	189153.9552
1939	30	12	0.000581901	0.002073978	2.91E-03	1.16E+04	3.85E+03	2879.965579	57898.28636	38521.70657	50952.62513
1940	36	12	0.000725488	0.002204461	3.40E-03	1.36E+04	4.34E+03	2820.505994	68314.58154	43745.5755	50391.19459
1941	30	12	0.00070825	0.001157026	3.16E-03	2.08E+03	8.02E+02	1035.733629	10094.29446	7636.703997	17007.13843
1942	24	6	0.000804472	0.003812974	2.31E-03	1.65E+05	5.78E+04	23054.83997	621234.3752	333395.0885	223214.8507
1943	36	9	0.000881162	0.002246058	1.85E-03	3.86E+04	1.19E+04	5357.978469	169056.0678	96179.70833	74950.71332
1944	24	12	0.000665284	0.00489112	3.23E-03	1.07E+05	3.09E+04	13372.23781	556940.4803	313258.8824	240011.0493
1945	30	12	0.000691212	0.00560025	1.04E-03	3.88E+05	8.90E+04	21094.01604	2555483.628	938082.4406	378958.5587
1946	36	6	0.000682551	0.003438724	1.91E-03	1.23E+05	5.11E+04	16865.25873	770110.8951	351460.1877	173853.0893
1947	2.40E+01	12	0.000801181	0.004582938	3.33E-03	8.67E+04	2.55E+04	11855.07896	448660.4977	259586.2109	213240.3194
1948	36	6	0.000707336	0.001425162	2.02E-03	1.84E+04	6.47E+03	3602.396239	57660.11794	35259.18683	34490.34901
1949	30	12	0.000910702	0.005553954	2.41E-03	2.11E+05	5.48E+04	16846.21879	1202706.576	567033.956	302105.9375
1950	24	12	0.000959043	0.001755807	1.04E-03	1.71E+04	5.50E+03	3575.603149	86336.52694	55537.59314	63972.14482
1951	24	6	0.000800246	0.00300638	2.79E-03	8.26E+04	2.82E+04	14163.15367	260006.3388	153655.7235	134230.8468
1952	30	6	0.00095347	0.0040319	1.40E-03	2.08E+05	8.45E+04	26007.35528	1366315.699	579381.4393	265301.5843
1953	24	9	0.000658419	0.001172983	3.46E-03	2.76E+03	1.09E+03	1538.621382	10123.52153	7820.019131	18878.40627
1954	36	9	0.000910717	0.005883125	2.74E-03	2.86E+05	8.44E+04	22980.84561	1908553.743	772058.4642	335379.5893
1955	36	12	0.000500867	0.001191934	2.84E-03	2.75E+03	9.83E+02	1008.208236	13470.85489	9607.218707	17209.0301
1956	30	12	0.000992319	0.004541115	2.31E-03	1.29E+05	3.51E+04	12310.54642	706665.6684	361514.6071	221343.1443
1957	24	12	0.000979037	0.004963725	3.20E-03	1.12E+05	3.22E+04	13777.97458	588505.7611	329749.8185	248237.4767
1958	36	9	0.000526849	0.005202746	3.07E-03	2.06E+05	6.13E+04	18451.0614	1244608.825	557520.845	269481.3318
1959	30	12	0.0009673	0.00188703	2.91E-03	9.05E+03	3.06E+03	2485.567009	44945.59024	30502.37665	43689.61754
1960	36	9	0.000840507	0.004556992	2.63E-03	1.69E+05	5.05E+04	15709.16792	969523.8141	446672.2161	226564.7195
1961	24	12	0.000787209	0.003467245	3.48E-03	3.78E+04	1.19E+04	7238.826042	190786.2115	120436.6083	129643.2024
1962	24	9	0.000553614	0.002443084	3.12E-03	2.38E+04	7.93E+03	5747.760758	96913.76052	63091.77558	78335.96339
1963	24	9	0.000509007	0.002657186	1.73E-03	5.13E+04	1.60E+04	8386.49763	222149.8379	131785.3783	117092.4154
1964	36	12	0.000713567	0.002545704	1.37E-03	4.63E+04	1.32E+04	5221.159586	248438.2938	135052.5735	93939.36091
1965	24	12	0.000966657	0.005139591	1.00E-03	3.19E+05	7.71E+04	20800.04558	1890758.073	802174.1384	374142.2983
1966	24	6	0.000600562	0.003187539	3.42E-03	8.18E+04	2.79E+04	14428.96575	250422.0548	148870.0485	135150.405
1967	36	12	0.000791824	0.003947198	2.02E-03	1.08E+05	2.90E+04	9591.489726	608340.2612	300361.7915	172107.0025
1968	30	12	0.000958642	0.003923889	3.80E-03	5.60E+04	1.66E+04	8017.503949	289190.1238	169597.92	144294.5433
1969	36	12	0.00085819	0.001065967	1.51E-03	3.80E+03	1.30E+03	1108.827749	18816.33068	12911.9462	19516.09051
1970	36	12	0.000712951	0.00548329	2.59E-03	2.04E+05	5.24E+04	15071.35976	1222350.662	546203.6405	269855.0654
1971	24	9	0.00087948	0.001559887	3.31E-03	6.46E+03	2.38E+03	2597.445188	24186.19332	17589.92018	33418.4459
1972	24	9	0.000751817	0.00469353	3.12E-03	1.45E+05	4.32E+04	18107.15406	669999.3801	365817.7955	256122.2178
1973	30	6	0.000925082	0.00516985	3.30E-03	2.34E+05	9.15E+04	30353.14872	1276663.086	598546.8829	306945.6309
1974	30	12	0.000905142	0.002273764	3.63E-03	1.24E+04	4.13E+03	3136.112323	61776.51651	41253.37612	55422.84104
1975	30	9	0.000630614	0.004321662	1.05E-03	2.63E+05	7.47E+04	20106.75418	1671291.842	674659.3116	291910.5461
1976	30	6	0.000770082	0.005593227	1.52E-03	3.36E+05	1.44E+05	39945.39699	3082419.127	1111252.571	420038.1669
1977	30	9	0.000577829	0.005609238	1.92E-03	3.27E+05	9.29E+04	25550.33449	2041634.395	844256.9251	372456.7414
1978	24	12	0.000725102	0.004754443	1.37E-03	2.06E+05	5.34E+04	16863.3529	1146751.743	550264.2461	302840.9582
1979	24	12	0.000860136	0.001713202	2.07E-03	8.30E+03	2.92E+03	2647.83077	41064.36999	28796.56275	45902.99173
1980	30	6	0.000665202	0.00545669	3.63E-03	2.49E+05	9.71E+04	32096.29542	1369929.923	644096.3444	325372.5278
1981	30	6	0.000963324	0.00585169	3.25E-03	2.93E+05	1.17E+05	36728.71482	1831937.264	805226.3921	375974.5667
1982	36	12	0.000728598	0.001971313	2.70E-03	1.22E+04	3.91E+03	2532.771241	61537.08295	39380.30677	45260.42106
1983	36	6	0.00056286	0.002136671	3.35E-03	3.43E+04	1.22E+04	6124.522417	114907.03	67869.84978	58814.2176
1984	30	9	0.000888354	0.004594891	3.13E-03	1.49E+05	4.42E+04	16177.02093	736227.027	378296.7022	230392.8023
1985	36	12	0.000650536	0.001808093	3.66E-03	7.17E+03	2.41E+03	1916.479271	35602.67926	23972.34244	33754.38468
1986	24	12	0.000947697	0.001663666	3.95E-03	4.23E+03	1.63E+03	2011.395831	20588.70944	15553.5749	33200.52109
1987	30	9	0.000808354	0.001504051	1.07E-03	1.89E+04	6.03E+03	3455.063151	76058.65309	47011.26479	47660.41612
1988	30	12	0.000704988	0.004857792	2.18E-03	1.62E+05	4.30E+04	13990.5992	903330.8239	442317.193	250568.9749
1989	30	6	0.000622998	0.004976964	1.47E-03	2.86E+05	1.20E+05	34343.84031	2347360.736	907053.8507	359446.8703
1990	36	9	0.000713028	0.00202376	3.01E-03	1.91E+04	6.12E+03	3602.819754	78199.55681	48473.7786	49846.12205
1991	3.60E+01	6	0.000807853	0.004598981	1.10E-03	2.16E+05	1.01E+05	27961.06544	2604274.716	835401.2829	299417.5466
1992	30	6	0.000627028	0.004862826	1.84E-03	2.59E+05	1.06E+05	31846.79103	1821253.317	763086.4549	329661.5196
1993	24	6	0.000546612	0.003229732	1.10E-03	1.75E+05	6.32E+04	22266.47725	768378.7332	382903.5769	218895.1985
1994	30	6	0.000929552	0.004256574	1.95E-03	2.04E+05	8.07E+04	25986.74385	1189646.13	536679.0976	263629.2975
1995	30	9	0.000931453	0.002351354	3.05E-03	2.55E+04	8.21E+03	5024.761815	102641.6556	64427.04926	69169.17047
1996	30	9	0.00068932	0.003144229	2.95E-03	5.79E+04	1.79E+04	8551.78535	256624.4355	148084.1874	120105.0131
1997	30	12	0.000816914	0.002243902	2.27E-03	1.85E+04	5.87E+03	3665.39229	93419.80975	59288.50318	65613.58334
1998	24	9	0.000742639	0.002037798	1.50E-03	2.81E+04	9.05E+03	5580.203351	113209.3486	71212.06849	76734.90882
1999	30	12	0.000582867	0.004699316	1.66E-03	1.84E+05	4.75E+04	14402.3376	1052671.922	490653.1136	257669.8145
2000	24	12	0.000984519	0.003284969	2.50E-03	4.42E+04	1.36E+04	7470.570511	225504.6895	138129.4346	134464.2207
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
